Time Elapsed, motor.Pos, motor.Temp, motor.W, motor.T, motor.MError
8e-08,1277.27,27,0.122719,0,0,
0.000982123,1277.27,27,0.122719,0,0,
0.021766,1277.33,27,3.19069,0.175781,0,
0.0229109,1277.33,27,3.19069,0.175781,0,
0.0436516,1277.48,27,7.09314,0.105469,0,
0.0449469,1277.5,27,7.28949,0.109375,0,
0.0469251,1277.5,27,7.28949,0.109375,0,
0.0677628,1277.69,27,8.73757,0.0820312,0,
0.0688889,1277.69,27,8.73757,0.0820312,0,
0.0896583,1277.87,27,8.34488,0.0820312,0,
0.0908782,1277.87,27,8.34488,0.0820312,0,
0.111596,1278.04,27,7.60856,0.0898438,0,
0.112851,1278.04,27,7.60856,0.0898438,0,
0.133575,1278.2,27,7.09314,0.117188,0,
0.134835,1278.2,27,7.09314,0.117188,0,
0.155796,1278.36,27,7.38767,0.101562,0,
0.156935,1278.37,27,7.4613,0.09375,0,
0.158911,1278.37,27,7.4613,0.09375,0,
0.17963,1278.54,27,7.82946,0.09375,0,
0.180871,1278.54,27,7.82946,0.09375,0,
0.201766,1278.72,27,7.80491,0.09375,0,
0.202931,1278.72,27,7.80491,0.09375,0,
0.223672,1278.88,27,7.63311,0.09375,0,
0.224913,1278.88,27,7.63311,0.09375,0,
0.245676,1279.03,27,7.11769,0.101562,0,
0.24691,1279.03,27,7.11769,0.101562,0,
0.267677,1279.19,27,7.26495,0.105469,0,
0.268885,1279.19,27,7.26495,0.105469,0,
0.289809,1279.35,27,7.43676,0.105469,0,
0.290855,1279.35,27,7.43676,0.105469,0,
0.312961,1279.52,27,7.51039,0.105469,0,
0.314993,1279.52,27,7.51039,0.105469,0,
0.335771,1279.68,27,7.38767,0.117188,0,
0.336877,1279.68,27,7.38767,0.117188,0,
0.357777,1279.83,27,6.99497,0.109375,0,
0.358932,1279.84,27,6.99497,0.109375,0,
0.360905,1279.84,27,6.99497,0.109375,0,
0.381784,1279.99,27,6.92134,0.117188,0,
0.38287,1279.99,27,6.92134,0.117188,0,
0.403685,1280.15,26,7.11769,0.121094,0,
0.404914,1280.15,26,7.11769,0.121094,0,
0.425676,1280.3,26,7.14223,0.101562,0,
0.426914,1280.3,26,7.14223,0.101562,0,
0.44766,1280.45,26,7.04406,0.105469,0,
0.448881,1280.45,26,7.04406,0.105469,0,
0.47134,1280.61,26,6.89679,0.105469,0,
0.472898,1280.61,26,6.89679,0.105469,0,
0.493667,1280.76,26,6.62681,0.121094,0,
0.495001,1280.76,26,6.62681,0.121094,0,
0.517013,1280.76,26,6.62681,0.121094,0,
0.537797,1280.76,26,6.62681,0.121094,0,
0.55953,1281.2,26,6.79862,0.117188,0,
0.561017,1281.21,26,6.87225,0.117188,0,
0.563007,1281.21,26,6.87225,0.117188,0,
0.583769,1281.36,26,6.74953,0.105469,0,
0.584836,1281.36,26,6.74953,0.105469,0,
0.605689,1281.5,26,6.60227,0.132812,0,
0.606996,1281.51,26,6.57772,0.121094,0,
0.608866,1281.51,26,6.57772,0.121094,0,
0.629764,1281.66,26,6.55318,0.125,0,
0.630853,1281.66,26,6.55318,0.125,0,
0.651662,1281.8,26,6.60227,0.121094,0,
0.652893,1281.8,26,6.60227,0.121094,0,
0.673663,1281.94,26,6.70044,0.121094,0,
0.6749,1281.94,26,6.70044,0.121094,0,
0.695673,1282.09,26,6.72499,0.125,0,
0.696868,1282.09,26,6.72499,0.125,0,
0.718987,1282.09,26,6.72499,0.125,0,
0.741001,1282.37,26,6.35683,0.125,0,
0.742992,1282.37,26,6.35683,0.125,0,
0.765065,1282.52,26,6.47955,0.117188,0,
0.766913,1282.52,26,6.47955,0.117188,0,
0.787596,1282.67,26,6.52864,0.117188,0,
0.788825,1282.67,26,6.52864,0.117188,0,
0.809732,1282.81,26,6.60227,0.125,0,
0.810986,1282.81,26,6.60227,0.125,0,
0.832991,1282.96,26,6.33229,0.121094,0,
0.834877,1282.96,26,6.33229,0.121094,0,
0.855782,1283.09,26,6.03776,0.136719,0,
0.856778,1283.09,26,6.03776,0.136719,0,
0.877511,1283.22,26,5.86596,0.136719,0,
0.878775,1283.22,26,5.86596,0.136719,0,
0.899659,1283.35,26,6.30774,0.132812,0,
0.900835,1283.35,26,6.30774,0.132812,0,
0.921659,1283.48,26,6.13594,0.125,0,
0.922835,1283.49,26,6.20957,0.125,0,
0.924778,1283.49,26,6.20957,0.125,0,
0.945635,1283.62,26,5.96413,0.132812,0,
0.946831,1283.62,26,5.96413,0.132812,0,
0.967643,1283.76,26,6.16048,0.121094,0,
0.968824,1283.76,26,6.16048,0.121094,0,
0.991,1283.76,26,6.16048,0.121094,0,
1.01176,1284.01,26,5.8905,0.148438,0,
1.01282,1284.01,26,5.8905,0.148438,0,
1.03369,1284.14,26,6.13594,0.136719,0,
1.03483,1284.14,26,6.13594,0.136719,0,
1.05567,1284.28,26,6.35683,0.136719,0,
1.05686,1284.28,26,6.35683,0.136719,0,
1.07767,1284.41,26,6.20957,0.132812,0,
1.07892,1284.41,26,6.20957,0.132812,0,
1.10092,1284.41,26,6.20957,0.132812,0,
1.123,1284.68,26,5.81687,0.132812,0,
1.12488,1284.68,26,5.81687,0.132812,0,
1.14692,1284.68,26,5.81687,0.132812,0,
1.1689,1284.68,26,5.81687,0.132812,0,
1.18967,1285.1,26,6.72499,0.105469,0,
1.19094,1285.11,26,6.77408,0.109375,0,
1.19283,1285.11,26,6.77408,0.109375,0,
1.21366,1285.25,26,6.52864,0.117188,0,
1.21501,1285.26,26,6.52864,0.117188,0,
1.21689,1285.27,26,6.47955,0.121094,0,
1.21902,1285.28,26,6.43046,0.121094,0,
1.22082,1285.28,26,6.43046,0.121094,0,
1.24294,1285.43,26,6.25866,0.136719,0,
1.24503,1285.43,26,6.25866,0.136719,0,
1.26688,1285.43,26,6.25866,0.136719,0,
1.28884,1285.43,26,6.25866,0.136719,0,
1.30966,1285.85,26,6.79862,0.109375,0,
1.311,1285.86,26,6.84771,0.109375,0,
1.31281,1285.86,26,6.84771,0.109375,0,
1.33482,1285.86,26,6.84771,0.109375,0,
1.35563,1286.15,26,6.57772,0.117188,0,
1.35674,1286.15,26,6.57772,0.117188,0,
1.37758,1286.29,26,6.45501,0.136719,0,
1.37876,1286.29,26,6.45501,0.136719,0,
1.39955,1286.42,27,6.06231,0.121094,0,
1.40088,1286.43,27,6.08685,0.136719,0,
1.4028,1286.43,27,6.08685,0.136719,0,
1.42365,1286.57,27,6.45501,0.121094,0,
1.42481,1286.57,27,6.45501,0.121094,0,
1.44566,1286.72,27,6.89679,0.105469,0,
1.44688,1286.72,27,6.89679,0.105469,0,
1.46889,1286.88,27,6.79862,0.132812,0,
