Time Elapsed, motor.Pos, motor.Temp, motor.W, motor.T, motor.MError
0.0207431,6368.89,27,24.3719,0.65625,0,
0.0221492,6368.97,27,27.0963,0.5625,0,
0.0241258,6368.97,27,27.0963,0.5625,0,
0.0449533,6370.11,27,51.2228,0.164062,0,
0.0461246,6370.11,27,51.2228,0.164062,0,
0.0669335,6371.31,27,54.5117,0.0351562,0,
0.0680944,6371.31,27,54.5117,0.0351562,0,
0.088922,6372.48,27,52.8672,0.09375,0,
0.09009,6372.48,27,52.8672,0.09375,0,
0.110828,6373.59,27,50.2901,0.117188,0,
0.112081,6373.59,27,50.2901,0.117188,0,
0.132845,6374.7,27,50.781,0.132812,0,
0.134084,6374.7,27,50.781,0.132812,0,
0.154814,6375.79,27,50.3638,0.132812,0,
0.156075,6375.79,27,50.3638,0.132812,0,
0.176813,6376.88,27,49.4311,0.152344,0,
0.178164,6376.88,27,49.4311,0.152344,0,
0.198982,6377.99,27,49.8238,0.140625,0,
0.20013,6377.99,27,49.8238,0.140625,0,
0.220829,6379.06,27,49.2348,0.164062,0,
0.222136,6379.06,27,49.2348,0.164062,0,
0.242985,6380.15,27,48.9402,0.148438,0,
0.24413,6380.15,27,48.9402,0.148438,0,
0.264934,6381.26,27,50.5601,0.132812,0,
0.266115,6381.26,27,50.5601,0.132812,0,
0.28693,6382.37,27,50.8546,0.140625,0,
0.288116,6382.37,27,50.8546,0.140625,0,
0.309017,6383.48,27,50.3883,0.125,0,
0.310145,6383.48,27,50.3883,0.125,0,
0.330892,6384.59,27,51.5419,0.105469,0,
0.332137,6384.59,27,51.5419,0.105469,0,
0.352906,6385.74,27,52.5236,0.0898438,0,
0.354127,6385.74,27,52.5236,0.0898438,0,
0.374876,6386.9,27,53.1372,0.0742188,0,
0.376126,6386.9,27,53.1372,0.0742188,0,
0.396876,6388.09,27,54.389,0.0546875,0,
0.398186,6388.09,27,54.389,0.0546875,0,
0.419032,6389.29,27,54.1681,0.0585938,0,
0.420181,6389.29,27,54.1681,0.0585938,0,
0.441008,6390.51,27,55.5425,0.0117188,0,
0.442168,6390.51,27,55.5425,0.0117188,0,
0.463078,6391.75,27,56.0579,0.0117188,0,
0.464161,6391.75,27,56.0579,0.0117188,0,
0.485,6392.98,27,56.8433,0.0078125,0,
0.486154,6392.98,27,56.8433,0.0078125,0,
0.50701,6394.26,27,57.8742,-0.0273438,0,
0.508143,6394.26,27,57.8742,-0.0273438,0,
0.528895,6395.54,27,58.0214,-0.0273438,0,
0.530131,6395.54,27,58.0214,-0.0273438,0,
0.5509,6396.81,27,58.1687,-0.0273438,0,
0.552123,6396.81,27,58.1687,-0.0273438,0,
0.57289,6398.1,27,58.3405,-0.0234375,0,
0.574115,6398.1,27,58.3405,-0.0234375,0,
0.594882,6399.37,27,57.9969,-0.0234375,0,
0.596106,6399.37,27,57.9969,-0.0234375,0,
0.617036,6400.68,27,58.7086,-0.0273438,0,
0.618171,6400.68,27,58.7086,-0.0273438,0,
0.639009,6401.96,27,58.0214,-0.0234375,0,
0.640172,6401.96,27,58.0214,-0.0234375,0,
0.661011,6403.22,27,57.7269,-0.0195312,0,
0.662155,6403.22,27,57.7269,-0.0195312,0,
0.683014,6404.46,27,56.2788,0.00390625,0,
0.684149,6404.46,27,56.2788,0.00390625,0,
0.704908,6405.69,27,55.4689,0.0351562,0,
0.706137,6405.69,27,55.4689,0.0351562,0,
0.726918,6406.9,27,55.0762,0.0429688,0,
0.728133,6406.9,27,55.0762,0.0429688,0,
0.748899,6408.08,27,53.9717,0.0585938,0,
0.750119,6408.08,27,53.9717,0.0585938,0,
0.770894,6409.27,27,53.4808,0.0585938,0,
0.772109,6409.27,27,53.4808,0.0585938,0,
0.792893,6410.42,27,52.6463,0.0742188,0,
0.794106,6410.42,27,52.6463,0.0742188,0,
0.815021,6411.54,27,51.2964,0.109375,0,
0.81611,6411.54,27,51.2964,0.109375,0,
0.837028,6412.69,27,51.7873,0.109375,0,
0.838098,6412.69,27,51.7873,0.109375,0,
0.859008,6413.79,27,51.0755,0.140625,0,
0.86015,6413.79,27,51.0755,0.140625,0,
0.881021,6414.89,27,49.7993,0.132812,0,
0.882146,6414.89,27,49.7993,0.132812,0,
0.902921,6415.98,27,50.0202,0.121094,0,
0.904134,6415.98,27,50.0202,0.121094,0,
0.924877,6417.08,27,49.9711,0.148438,0,
0.926122,6417.08,27,49.9711,0.148438,0,
0.946867,6418.15,27,49.2348,0.136719,0,
0.948073,6418.15,27,49.2348,0.136719,0,
0.968796,6419.24,27,49.6029,0.132812,0,
0.970083,6419.24,27,49.6029,0.132812,0,
0.990794,6420.34,27,50.0447,0.140625,0,
0.992064,6420.34,27,50.0447,0.140625,0,
1.01293,6421.45,27,50.2656,0.152344,0,
1.01405,6421.45,27,50.2656,0.152344,0,
1.03492,6422.56,27,50.511,0.136719,0,
1.03604,6422.56,27,50.511,0.136719,0,
1.05692,6423.67,27,50.7565,0.117188,0,
1.05804,6423.67,27,50.7565,0.117188,0,
1.07882,6424.8,27,51.321,0.109375,0,
1.08009,6424.8,27,51.321,0.109375,0,
1.1008,6425.95,27,52.2291,0.09375,0,
1.10208,6425.95,27,52.2291,0.09375,0,
1.12282,6427.12,27,53.2599,0.0742188,0,
1.12407,6427.12,27,53.2599,0.0742188,0,
1.14479,6428.3,27,54.1681,0.0585938,0,
1.14607,6428.3,27,54.1681,0.0585938,0,
1.16679,6429.51,27,54.7326,0.0273438,0,
1.16806,6429.51,27,54.7326,0.0273438,0,
1.18894,6430.75,27,56.3525,0.00390625,0,
1.19005,6430.75,27,56.3525,0.00390625,0,
1.21092,6431.99,27,57.3097,0,0,
1.21203,6431.99,27,57.3097,0,0,
1.23291,6433.23,27,56.647,0.00390625,0,
1.2341,6433.23,27,56.647,0.00390625,0,
1.25491,6434.51,27,58.635,-0.0351562,0,
1.25607,6434.51,27,58.635,-0.0351562,0,
1.27689,6435.79,27,58.2669,-0.0351562,0,
1.27813,6435.79,27,58.2669,-0.0351562,0,
1.2989,6437.07,27,58.7332,-0.0351562,0,
1.30012,6437.07,27,58.7332,-0.0351562,0,
1.32085,6438.35,27,58.5368,-0.0273438,0,
1.32211,6438.35,27,58.5368,-0.0273438,0,
1.34289,6439.64,27,58.5368,-0.0234375,0,
1.34409,6439.64,27,58.5368,-0.0234375,0,
1.36485,6440.93,27,58.8068,-0.0429688,0,
1.36606,6440.93,27,58.8068,-0.0429688,0,
1.38807,6440.93,27,58.8068,-0.0429688,0,
1.40893,6443.46,27,56.8433,-0.00390625,0,
1.41004,6443.46,27,56.8433,-0.00390625,0,
1.43092,6444.71,27,56.4997,0.00390625,0,
1.43202,6444.71,27,56.4997,0.00390625,0,
1.45268,6445.91,27,55.3952,0.0273438,0,
1.45406,6445.91,27,55.3952,0.0273438,0,
1.47489,6447.12,27,54.8307,0.0390625,0,
1.47605,6447.12,27,54.8307,0.0390625,0,
1.49687,6448.31,27,53.8244,0.0664062,0,
1.49799,6448.31,27,53.8244,0.0664062,0,
1.51881,6449.45,27,52.6463,0.0664062,0,
1.51999,6449.45,27,52.6463,0.0664062,0,
1.54081,6450.61,27,52.2536,0.0585938,0,
1.54206,6450.61,27,52.2536,0.0585938,0,
