Time Elapsed, motor.Pos, motor.Temp, motor.W, motor.T, motor.MError
1e-07,4337.98,27,0.122719,-0.00390625,0,
0.00145875,4337.98,27,0.122719,-0.00390625,0,
0.0222613,4338.4,27,19.1687,0.445312,0,
0.0233835,4338.4,27,19.1687,0.445312,0,
0.0442426,4339.26,27,38.8773,0.105469,0,
0.0454872,4339.26,27,38.8773,0.105469,0,
0.0662514,4340.22,27,43.8351,0.0234375,0,
0.0674818,4340.22,27,43.8351,0.0234375,0,
0.0882459,4341.12,27,42.1171,0.0742188,0,
0.0894764,4341.17,27,42.3625,0.0820312,0,
0.0914141,4341.17,27,42.3625,0.0820312,0,
0.112221,4342.06,27,39.5645,0.109375,0,
0.113366,4342.06,27,39.5645,0.109375,0,
0.134175,4342.89,27,37.9937,0.109375,0,
0.135364,4342.89,27,37.9937,0.109375,0,
0.156221,4343.72,27,37.331,0.117188,0,
0.157442,4343.72,27,37.331,0.117188,0,
0.178233,4344.56,27,37.282,0.121094,0,
0.179461,4344.56,27,37.282,0.121094,0,
0.200253,4345.4,27,37.6992,0.136719,0,
0.201471,4345.4,27,37.6992,0.136719,0,
0.223489,4345.4,27,37.6992,0.136719,0,
0.245498,4345.4,27,37.6992,0.136719,0,
0.267504,4345.4,27,37.6992,0.136719,0,
0.288294,4348.69,27,36.9874,0.167969,0,
0.289426,4348.69,27,36.9874,0.167969,0,
0.310283,4349.5,27,36.7665,0.148438,0,
0.311421,4349.5,27,36.7665,0.148438,0,
0.332277,4350.31,27,36.7911,0.148438,0,
0.333409,4350.31,27,36.7911,0.148438,0,
0.354252,4351.13,27,37.601,0.125,0,
0.355408,4351.13,27,37.601,0.125,0,
0.376247,4351.96,27,38.2882,0.121094,0,
0.377399,4352.02,27,38.2392,0.121094,0,
0.379425,4352.02,27,38.2392,0.121094,0,
0.400248,4352.87,27,38.6564,0.121094,0,
0.401418,4352.87,27,38.6564,0.121094,0,
0.422273,4353.7,27,38.7546,0.105469,0,
0.423416,4353.7,27,38.7546,0.105469,0,
0.444245,4354.55,27,39.4418,0.101562,0,
0.445405,4354.55,27,39.4418,0.101562,0,
0.466261,4355.43,27,39.7363,0.105469,0,
0.467474,4355.43,27,39.7363,0.105469,0,
0.488247,4356.29,27,39.54,0.101562,0,
0.48951,4356.34,27,39.6136,0.0898438,0,
0.491413,4356.34,27,39.6136,0.0898438,0,
0.51224,4357.25,27,39.7363,0.0742188,0,
0.513444,4357.25,27,39.7363,0.0742188,0,
0.534299,4358.16,27,40.7181,0.0742188,0,
0.535409,4358.16,27,40.7181,0.0742188,0,
0.556252,4359.08,27,41.7735,0.0585938,0,
0.557471,4359.13,27,41.9207,0.0546875,0,
0.559423,4359.13,27,41.9207,0.0546875,0,
0.580263,4360.08,27,42.0189,0.0390625,0,
0.581409,4360.08,27,42.0189,0.0390625,0,
0.603553,4361.1,27,44.3506,0.0078125,0,
0.605438,4361.18,27,44.3015,0.00390625,0,
0.607413,4361.18,27,44.3015,0.00390625,0,
0.628248,4362.18,27,44.1297,-0.00390625,0,
0.629475,4362.24,27,43.9824,-0.00390625,0,
0.631391,4362.24,27,43.9824,-0.00390625,0,
0.652245,4363.23,27,43.6142,0.0078125,0,
0.653413,4363.23,27,43.6142,0.0078125,0,
0.674242,4364.21,27,44.5224,-0.0078125,0,
0.675405,4364.21,27,44.5224,-0.0078125,0,
0.696258,4365.22,27,46.0195,-0.0351562,0,
0.697398,4365.22,27,46.0195,-0.0351562,0,
0.718231,4366.22,27,45.5532,-0.0273438,0,
0.719373,4366.27,27,45.725,-0.0351562,0,
0.721364,4366.27,27,45.725,-0.0351562,0,
0.742229,4367.31,27,45.0132,-0.0351562,0,
0.743364,4367.31,27,45.0132,-0.0351562,0,
0.764278,4368.32,27,45.8232,-0.0507812,0,
0.765365,4368.32,27,45.8232,-0.0507812,0,
