Time Elapsed, motor.Pos, motor.Temp, motor.W, motor.T, motor.MError
9e-08,11341.4,27,0.122719,0,0,
0.00156169,11341.4,27,0.122719,0,0,
0.0223745,11342.1,27,38.681,0.792969,0,
0.0235294,11342.2,27,41.6753,0.777344,0,
0.025442,11342.2,27,41.6753,0.777344,0,
0.0463369,11343.8,27,69.7288,0.171875,0,
0.0474774,11343.8,27,69.7288,0.171875,0,
0.0683333,11345.4,27,73.6067,0.0273438,0,
0.0694554,11345.4,27,73.6067,0.0273438,0,
0.0902015,11347,27,71.5205,0.0898438,0,
0.0914206,11347,27,71.5205,0.0898438,0,
0.112204,11348.5,27,69.8761,0.121094,0,
0.113413,11348.5,27,69.8761,0.121094,0,
0.134363,11350,27,68.9434,0.171875,0,
0.135506,11350,27,68.9434,0.171875,0,
0.156358,11351.5,27,68.5752,0.167969,0,
0.157456,11351.5,27,68.5752,0.167969,0,
0.178225,11353,27,67.3235,0.15625,0,
0.179437,11353,27,67.3235,0.15625,0,
0.200231,11354.5,27,68.9925,0.121094,0,
0.201433,11354.5,27,68.9925,0.121094,0,
0.222368,11356,27,68.4771,0.167969,0,
0.223513,11356,27,68.4771,0.167969,0,
0.244401,11357.5,27,69.3115,0.132812,0,
0.245447,11357.5,27,69.3115,0.132812,0,
0.26621,11359.1,27,69.6797,0.140625,0,
0.267477,11359.1,27,69.6797,0.140625,0,
0.288232,11360.6,27,71.1032,0.0820312,0,
0.289469,11360.6,27,71.1032,0.0820312,0,
0.310375,11362.2,27,72.1586,0.0742188,0,
0.311528,11362.2,27,72.1586,0.0742188,0,
0.332376,11363.8,27,73.6803,0.0429688,0,
0.333505,11363.8,27,73.6803,0.0429688,0,
0.354256,11365.4,27,74.3185,0.0351562,0,
0.355467,11365.4,27,74.3185,0.0351562,0,
0.376227,11367.1,27,75.3248,-0.00390625,0,
0.377468,11367.1,27,75.3248,-0.00390625,0,
0.398367,11368.8,27,76.012,0,0,
0.39952,11368.8,27,76.012,0,0,
0.420273,11370.5,27,77.4355,-0.0351562,0,
0.421508,11370.5,27,77.4355,-0.0351562,0,
0.442253,11372.2,27,76.6256,-0.0195312,0,
0.44348,11372.2,27,76.6256,-0.0195312,0,
0.464235,11373.9,27,77.7791,-0.0351562,0,
0.465474,11373.9,27,77.7791,-0.0351562,0,
0.486378,11375.6,27,77.411,-0.0234375,0,
0.487519,11375.7,27,77.8773,-0.0351562,0,
0.489481,11375.7,27,77.8773,-0.0351562,0,
0.510223,11377.4,27,76.2574,-0.0078125,0,
0.511487,11377.4,27,76.2574,-0.0078125,0,
