Time Elapsed, motor.Pos, motor.Temp, motor.W, motor.T, motor.MError
0.0207149,4935.35,27,19.4387,0.546875,0,
0.0219052,4935.4,27,23.1938,0.519531,0,
0.0238383,4935.4,27,23.1938,0.519531,0,
0.0447661,4936.42,27,44.8414,0.136719,0,
0.0458335,4936.42,27,44.8414,0.136719,0,
0.0667413,4937.49,27,48.793,0.0351562,0,
0.0678528,4937.49,27,48.793,0.0351562,0,
0.0887381,4938.53,27,46.8049,0.0546875,0,
0.0898611,4938.53,27,46.8049,0.0546875,0,
0.110696,4939.54,27,45.995,0.0859375,0,
0.111836,4939.6,27,46.4122,0.09375,0,
0.113817,4939.6,27,46.4122,0.09375,0,
0.134602,4940.59,27,44.2769,0.125,0,
0.135837,4940.59,27,44.2769,0.125,0,
0.156611,4941.55,27,43.5406,0.125,0,
0.157851,4941.55,27,43.5406,0.125,0,
0.178614,4942.52,27,43.8351,0.125,0,
0.179844,4942.52,27,43.8351,0.125,0,
0.200614,4943.49,27,44.2033,0.132812,0,
0.201859,4943.49,27,44.2033,0.132812,0,
0.222642,4944.47,27,44.0069,0.148438,0,
0.223855,4944.47,27,44.0069,0.148438,0,
0.244627,4945.4,27,43.6879,0.167969,0,
0.245834,4945.4,27,43.6879,0.167969,0,
0.267991,4945.4,27,43.6879,0.167969,0,
0.289966,4945.4,27,43.6879,0.167969,0,
0.311979,4945.4,27,43.6879,0.167969,0,
0.333974,4945.4,27,43.6879,0.167969,0,
0.355976,4945.4,27,43.6879,0.167969,0,
0.377944,4945.4,27,43.6879,0.167969,0,
0.399988,4945.4,27,43.6879,0.167969,0,
0.421955,4945.4,27,43.6879,0.167969,0,
0.443928,4945.4,27,43.6879,0.167969,0,
0.465937,4955.33,27,48.4248,0.0546875,0,
0.467852,4955.33,27,48.4248,0.0546875,0,
0.489909,4955.33,27,48.4248,0.0546875,0,
0.511904,4955.33,27,48.4248,0.0546875,0,
0.533898,4955.33,27,48.4248,0.0546875,0,
0.555958,4955.33,27,48.4248,0.0546875,0,
0.577939,4955.33,27,48.4248,0.0546875,0,
0.59996,4955.33,27,48.4248,0.0546875,0,
0.621974,4955.33,27,48.4248,0.0546875,0,
0.64395,4955.33,27,48.4248,0.0546875,0,
0.665929,4955.33,27,48.4248,0.0546875,0,
0.687937,4966.61,27,52.4745,-0.0351562,0,
0.689834,4966.71,27,52.7445,-0.0273438,0,
0.69178,4966.71,27,52.7445,-0.0273438,0,
0.712617,4967.9,27,52.72,-0.0390625,0,
0.713742,4967.9,27,52.72,-0.0390625,0,
0.734561,4969.04,27,51.4437,-0.0273438,0,
0.735739,4969.04,27,51.4437,-0.0273438,0,
0.756613,4970.16,27,50.7319,0,0,
0.757755,4970.16,27,50.7319,0,0,
0.778606,4971.27,27,50.8056,-0.00390625,0,
0.779756,4971.27,27,50.8056,-0.00390625,0,
0.800605,4972.36,27,49.5047,0.0117188,0,
0.801771,4972.36,27,49.5047,0.0117188,0,
0.82261,4973.44,27,49.1611,0.0234375,0,
0.82385,4973.44,27,49.1611,0.0234375,0,
0.844628,4974.51,27,48.8421,0.0234375,0,
0.845848,4974.51,27,48.8421,0.0234375,0,
0.866609,4975.57,27,47.8603,0.0546875,0,
0.867848,4975.63,27,47.983,0.0507812,0,
0.869779,4975.63,27,47.983,0.0507812,0,
0.890619,4976.69,27,46.9522,0.0585938,0,
0.891798,4976.69,27,46.9522,0.0585938,0,
0.912633,4977.71,27,46.4368,0.0898438,0,
0.913788,4977.71,27,46.4368,0.0898438,0,
0.934631,4978.71,27,45.4796,0.105469,0,
0.935787,4978.71,27,45.4796,0.105469,0,
0.956645,4979.7,27,44.866,0.109375,0,
0.95778,4979.7,27,44.866,0.109375,0,
0.978633,4980.68,27,44.5469,0.109375,0,
0.979782,4980.68,27,44.5469,0.109375,0,
1.00061,4981.65,27,44.2524,0.125,0,
1.00174,4981.65,27,44.2524,0.125,0,
1.02261,4982.62,27,44.3996,0.121094,0,
1.02375,4982.62,27,44.3996,0.121094,0,
1.04457,4983.59,27,44.1297,0.140625,0,
1.04573,4983.59,27,44.1297,0.140625,0,
1.06645,4984.52,27,43.2215,0.136719,0,
1.06779,4984.58,27,42.927,0.140625,0,
1.06974,4984.58,27,42.927,0.140625,0,
1.09056,4985.56,27,43.1234,0.132812,0,
1.09172,4985.56,27,43.1234,0.132812,0,
1.11255,4986.52,27,43.6633,0.117188,0,
1.11372,4986.52,27,43.6633,0.117188,0,
1.13459,4987.48,27,44.2278,0.152344,0,
1.13573,4987.48,27,44.2278,0.152344,0,
1.15655,4988.44,27,44.1542,0.132812,0,
1.15773,4988.44,27,44.1542,0.132812,0,
1.17856,4989.41,27,44.326,0.121094,0,
1.17972,4989.41,27,44.326,0.121094,0,
1.20055,4990.38,27,44.1787,0.136719,0,
1.20172,4990.38,27,44.1787,0.136719,0,
1.22254,4991.36,27,44.3996,0.121094,0,
1.22371,4991.36,27,44.3996,0.121094,0,
1.24454,4992.36,27,45.4305,0.09375,0,
1.24571,4992.36,27,45.4305,0.09375,0,
1.26644,4993.38,27,46.2895,0.0859375,0,
1.2677,4993.38,27,46.2895,0.0859375,0,
1.28861,4994.41,27,46.8295,0.0820312,0,
1.28973,4994.41,27,46.8295,0.0820312,0,
1.31051,4995.46,27,48.0812,0.0585938,0,
1.31174,4995.46,27,48.0812,0.0585938,0,
1.3325,4996.53,27,48.5721,0.0351562,0,
1.33376,4996.53,27,48.5721,0.0351562,0,
1.35452,4997.62,27,49.8974,0.0234375,0,
1.35575,4997.62,27,49.8974,0.0234375,0,
1.37651,4998.72,27,51.2473,0,0,
1.37775,4998.72,27,51.2473,0,0,
1.39851,4999.82,27,50.8546,-0.0078125,0,
1.39975,4999.82,27,50.8546,-0.0078125,0,
1.42052,5000.93,27,50.7565,0,0,
1.42174,5000.93,27,50.7565,0,0,
1.4425,5002.07,27,52.1064,-0.0351562,0,
1.44375,5002.07,27,52.1064,-0.0351562,0,
1.46451,5003.21,27,51.8364,-0.0234375,0,
1.46581,5003.21,27,51.8364,-0.0234375,0,
1.48666,5004.37,27,52.0573,-0.0351562,0,
1.48781,5004.37,27,52.0573,-0.0351562,0,
1.50865,5005.52,27,51.9837,-0.0351562,0,
1.5098,5005.52,27,51.9837,-0.0351562,0,
1.53065,5006.67,27,52.18,-0.0234375,0,
1.5318,5006.67,27,52.18,-0.0234375,0,
1.55264,5007.82,27,52.7445,-0.0273438,0,
1.55379,5007.82,27,52.7445,-0.0273438,0,
1.57464,5008.96,27,51.8364,-0.0351562,0,
1.57579,5008.96,27,51.8364,-0.0351562,0,
1.59662,5010.09,27,51.0265,-0.0117188,0,
1.59778,5010.09,27,51.0265,-0.0117188,0,
1.61864,5011.2,27,50.8301,0,0,
1.61978,5011.2,27,50.8301,0,0,
1.64061,5012.29,27,49.8974,0.0078125,0,
1.64177,5012.29,27,49.8974,0.0078125,0,
1.66264,5013.37,27,49.3084,0.0351562,0,
1.66377,5013.37,27,49.3084,0.0351562,0,
1.68462,5014.43,27,48.4003,0.0351562,0,
1.68576,5014.43,27,48.4003,0.0351562,0,
1.70653,5015.48,27,47.3204,0.0703125,0,
1.70776,5015.48,27,47.3204,0.0703125,0,
1.72853,5016.51,27,46.9767,0.0742188,0,
1.72985,5016.58,27,47.6394,0.0703125,0,
1.73178,5016.58,27,47.6394,0.0703125,0,
1.75261,5017.63,27,46.8049,0.0742188,0,
1.75378,5017.63,27,46.8049,0.0742188,0,
1.77464,5018.62,27,45.1605,0.0859375,0,
1.77578,5018.62,27,45.1605,0.0859375,0,
1.79661,5019.6,27,43.9088,0.117188,0,
1.79777,5019.6,27,43.9088,0.117188,0,
1.81863,5020.58,27,44.7433,0.105469,0,
1.81977,5020.58,27,44.7433,0.105469,0,
1.84063,5021.57,27,44.8905,0.121094,0,
1.84177,5021.62,27,45.1605,0.101562,0,
1.84372,5021.62,27,45.1605,0.101562,0,
1.86448,5022.61,27,43.9579,0.136719,0,
1.86572,5022.61,27,43.9579,0.136719,0,
1.88664,5023.57,27,43.5161,0.125,0,
1.88772,5023.57,27,43.5161,0.125,0,
1.90865,5024.53,27,43.0988,0.136719,0,
1.90971,5024.53,27,43.0988,0.136719,0,
1.93062,5025.47,27,43.0497,0.148438,0,
