Time Elapsed, motor.Pos, motor.Temp, motor.W, motor.T, motor.MError
9e-08,5571.7,27,0.122719,0.0078125,0,
0.00188739,5571.7,27,0.122719,0.0078125,0,
0.0227502,5572.29,27,28.0044,0.574219,0,
0.0239098,5572.29,27,28.0044,0.574219,0,
0.044743,5573.41,27,51.1492,0.125,0,
0.0459046,5573.41,27,51.1492,0.125,0,
0.066737,5574.62,27,55.4689,0.0429688,0,
0.0678966,5574.62,27,55.4689,0.0429688,0,
0.0887295,5575.79,27,52.8181,0.0703125,0,
0.0899075,5575.79,27,52.8181,0.0703125,0,
0.110752,5576.91,27,51.1492,0.117188,0,
0.111891,5576.91,27,51.1492,0.117188,0,
0.132744,5578.03,27,51.2719,0.117188,0,
0.133892,5578.03,27,51.2719,0.117188,0,
0.154731,5579.13,27,49.7502,0.132812,0,
0.155879,5579.13,27,49.7502,0.132812,0,
0.176738,5580.23,27,49.7256,0.121094,0,
0.177885,5580.23,27,49.7256,0.121094,0,
0.19874,5581.33,27,50.1429,0.140625,0,
0.19987,5581.33,27,50.1429,0.140625,0,
0.220885,5582.41,27,49.3575,0.167969,0,
0.22187,5582.41,27,49.3575,0.167969,0,
0.242626,5583.48,27,49.6766,0.15625,0,
0.243864,5583.48,27,49.6766,0.15625,0,
0.264876,5584.6,27,49.922,0.148438,0,
0.265862,5584.6,27,49.922,0.148438,0,
0.286638,5585.69,27,50.2901,0.136719,0,
0.287856,5585.69,27,50.2901,0.136719,0,
0.308616,5586.79,27,50.2901,0.15625,0,
0.309855,5586.79,27,50.2901,0.15625,0,
0.330636,5587.9,27,50.4865,0.117188,0,
0.331844,5587.9,27,50.4865,0.117188,0,
0.352601,5589.02,27,51.2964,0.117188,0,
0.353856,5589.02,27,51.2964,0.117188,0,
0.374599,5590.19,27,52.2046,0.0898438,0,
0.375841,5590.19,27,52.2046,0.0898438,0,
0.396856,5591.34,27,52.9654,0.0703125,0,
0.397834,5591.34,27,52.9654,0.0703125,0,
0.418591,5592.51,27,53.7508,0.0507812,0,
0.419833,5592.51,27,53.7508,0.0507812,0,
0.441947,5592.51,27,53.7508,0.0507812,0,
0.464186,5595.02,27,55.3216,0.0234375,0,
0.465854,5595.02,27,55.3216,0.0234375,0,
0.486622,5596.31,27,56.7697,0,0,
0.487853,5596.31,27,56.7697,0,0,
0.508613,5597.55,27,56.7206,0.0078125,0,
0.509851,5597.55,27,56.7206,0.0078125,0,
0.530606,5598.82,27,58.6105,-0.0234375,0,
0.531847,5598.82,27,58.6105,-0.0234375,0,
0.552595,5600.1,27,58.1441,-0.0234375,0,
0.553845,5600.1,27,58.1441,-0.0234375,0,
0.574598,5601.39,27,58.6105,-0.0273438,0,
0.575835,5601.39,27,58.6105,-0.0273438,0,
0.59661,5602.67,27,58.2178,-0.0117188,0,
0.597828,5602.67,27,58.2178,-0.0117188,0,
0.618595,5603.95,27,58.3405,-0.0234375,0,
0.619838,5603.95,27,58.3405,-0.0234375,0,
0.6422,5605.33,27,58.7823,-0.0351562,0,
0.643868,5605.44,27,59.1504,-0.0351562,0,
0.645867,5605.44,27,59.1504,-0.0351562,0,
0.666702,5606.74,27,57.4569,-0.0234375,0,
0.667806,5606.74,27,57.4569,-0.0234375,0,
0.688743,5608,27,57.1624,0,0,
0.689804,5608,27,57.1624,0,0,
0.710705,5609.24,27,56.5979,0.00390625,0,
0.711789,5609.31,27,56.8433,0.0195312,0,
0.71403,5609.42,27,56.8188,0.0117188,0,
0.71574,5609.42,27,56.8188,0.0117188,0,
0.736452,5610.64,27,54.4135,0.0234375,0,
0.737759,5610.64,27,54.4135,0.0234375,0,
0.758858,5610.64,27,54.4135,0.0234375,0,
0.77988,5610.64,27,54.4135,0.0234375,0,
0.801886,5610.64,27,54.4135,0.0234375,0,
0.823905,5610.64,27,54.4135,0.0234375,0,
0.845934,5610.64,27,54.4135,0.0234375,0,
0.868056,5617.58,27,51.1737,0.117188,0,
0.86984,5617.58,27,51.1737,0.117188,0,
0.890602,5618.71,27,50.5356,0.136719,0,
0.891846,5618.71,27,50.5356,0.136719,0,
0.912578,5619.81,27,49.9711,0.136719,0,
0.913833,5619.81,27,49.9711,0.136719,0,
