Time Elapsed, motor.Pos, motor.Temp, motor.W, motor.T, motor.MError
9e-08,2865.8,27,0.122719,-0.00390625,0,
0.00148942,2865.8,27,0.122719,-0.00390625,0,
0.0223619,2866.11,27,14.8735,0.320312,0,
0.0233911,2866.11,27,14.8735,0.320312,0,
0.0442613,2866.69,27,26.3845,0.0898438,0,
0.0453978,2866.69,27,26.3845,0.0898438,0,
0.0662246,2867.34,27,29.0598,0.0507812,0,
0.0673791,2867.34,27,29.0598,0.0507812,0,
0.0882038,2867.97,27,28.5689,0.0585938,0,
0.0893703,2867.97,27,28.5689,0.0585938,0,
0.11008,2868.57,27,27.3908,0.0585938,0,
0.111363,2868.57,27,27.3908,0.0585938,0,
0.132217,2869.17,27,26.8754,0.0898438,0,
0.133351,2869.17,27,26.8754,0.0898438,0,
0.154199,2869.75,27,26.36,0.117188,0,
0.15543,2869.75,27,26.36,0.117188,0,
0.176176,2870.33,27,26.4091,0.105469,0,
0.17793,2870.37,27,26.36,0.101562,0,
0.179374,2870.37,27,26.36,0.101562,0,
0.20009,2870.95,27,26.36,0.125,0,
0.20137,2870.95,27,26.36,0.125,0,
0.222079,2871.51,27,25.9182,0.105469,0,
0.223381,2871.51,27,25.9182,0.105469,0,
0.244177,2872.09,27,25.9427,0.121094,0,
0.245348,2872.09,27,25.9427,0.121094,0,
0.26622,2872.65,27,25.6728,0.105469,0,
0.267383,2872.65,27,25.6728,0.105469,0,
0.288223,2873.21,27,25.231,0.121094,0,
0.289378,2873.21,27,25.231,0.121094,0,
0.31017,2873.76,27,25.3046,0.125,0,
0.311422,2873.76,27,25.3046,0.125,0,
0.332153,2874.31,27,25.501,0.117188,0,
0.333416,2874.31,27,25.501,0.117188,0,
0.354203,2874.86,27,24.7646,0.121094,0,
0.355425,2874.86,27,24.7646,0.121094,0,
0.376196,2875.4,27,24.6174,0.136719,0,
0.377404,2875.4,27,24.6174,0.136719,0,
0.398216,2875.94,27,24.7156,0.125,0,
0.399426,2875.94,27,24.7156,0.125,0,
0.421447,2875.94,27,24.7156,0.125,0,
0.443496,2877.05,27,24.6419,0.136719,0,
0.44535,2877.05,27,24.6419,0.136719,0,
0.4662,2877.61,27,25.0837,0.132812,0,
0.467401,2877.61,27,25.0837,0.132812,0,
0.488183,2878.16,27,25.1819,0.125,0,
0.489392,2878.16,27,25.1819,0.125,0,
0.510053,2878.71,27,24.8383,0.125,0,
0.511404,2878.71,27,24.8383,0.125,0,
0.533477,2878.71,27,24.8383,0.125,0,
0.555475,2878.71,27,24.8383,0.125,0,
0.577503,2878.71,27,24.8383,0.125,0,
0.599495,2878.71,27,24.8383,0.125,0,
0.621479,2878.71,27,24.8383,0.125,0,
0.64228,2882.11,27,26.36,0.105469,0,
0.643419,2882.11,27,26.36,0.105469,0,
0.66427,2882.7,27,26.8509,0.0898438,0,
0.665395,2882.7,27,26.8509,0.0898438,0,
0.686172,2883.3,27,27.5626,0.0742188,0,
0.68737,2883.3,27,27.5626,0.0742188,0,
0.708159,2883.9,27,28.1026,0.0703125,0,
0.709338,2883.9,27,28.1026,0.0703125,0,
0.730157,2884.51,27,28.2499,0.0703125,0,
0.731366,2884.51,27,28.2499,0.0703125,0,
0.752171,2885.14,27,28.8389,0.0546875,0,
0.753357,2885.14,27,28.8389,0.0546875,0,
0.774144,2885.78,27,29.2561,0.0351562,0,
0.775436,2885.78,27,29.2561,0.0351562,0,
0.79617,2886.41,27,28.6916,0.0546875,0,
0.797404,2886.41,27,28.6916,0.0546875,0,
0.81944,2886.41,27,28.6916,0.0546875,0,
0.841421,2886.41,27,28.6916,0.0546875,0,
