timestep,angular_velocity,torque
0.02,3.4058332017116912,0.7579018213861545
0.04,5.394753631085777,0.27900371443215793
0.05999999999999999,6.102224221181966,0.08771991304041277
0.08,6.299172394684452,0.012189740139257246
0.10000000000000002,6.2962040315777585,-0.01656688013489957
0.12000000000000004,6.2190536040644755,-0.026297777527967907
0.14000000000000004,6.119018292766345,-0.028204139843910063
0.16000000000000006,6.017298136599091,-0.026835108705970553
0.18000000000000008,5.922834114932923,-0.02405867462640931
0.2000000000000001,5.839506528528053,-0.020657211751783013
0.2200000000000001,5.76905644296776,-0.016969581522899214
0.24000000000000013,5.712284598171317,-0.013150337577729392
0.2600000000000001,5.669553721746158,-0.009275120345522452
0.28000000000000014,5.64100640059001,-0.005384242050439493
0.30000000000000016,5.626664189964737,-0.0015013983121139895
0.3200000000000002,5.62647469619183,0.0023576688300439063
0.3400000000000002,5.640333652756215,0.006180601823628922
0.3600000000000002,5.668093043282591,0.009955551710344243
0.3800000000000002,5.709559872621809,0.01366901880005698
0.40000000000000024,5.7644875526895865,0.017304008130745015
0.42000000000000026,5.832560787310275,0.020838337780605592
0.4400000000000003,5.913374422318301,0.024243049402737932
0.4600000000000003,6.006406639005599,0.027480936115719792
0.4800000000000003,6.110986998586037,0.03050525640771099
0.5000000000000003,6.226260169107345,0.03325875668621687
0.5200000000000004,6.3511466919609125,0.03567318252687034
0.5400000000000004,6.484302882602822,0.03766951630791051
0.5600000000000004,6.624082899439624,0.03915922774961697
0.5800000000000004,6.768507104880266,0.04004684869235264
0.6000000000000004,6.9152419680123565,0.04023416296144061
0.6200000000000004,7.061597719764167,0.039626211137939626
0.6400000000000005,7.204550476996348,0.038139124719273144
0.6600000000000005,7.340795235069279,0.03570951188558989
0.6800000000000005,7.4668346055668815,0.03230472961467327
0.7000000000000005,7.579105154773882,0.027932943712164437
0.7200000000000005,7.674138628682001,0.0226514936200231
0.7400000000000005,7.748749580133563,0.0165718730029558
0.7600000000000006,7.800234787323491,0.009859745885364967
0.7800000000000006,7.826564663874503,0.0027289311721903596
0.8000000000000006,7.826544103493138,-0.004570807856169317
0.8200000000000006,7.799921136437935,-0.011771189647257976
0.8400000000000006,7.747426926094243,-0.018605968193627698
0.8600000000000007,7.670739437873109,-0.02483177054266137
0.8800000000000007,7.572373907649524,-0.030246216685115106
0.9000000000000007,7.4555136777186455,-0.03470083393347168
0.9200000000000007,7.323802739072487,-0.03810732216580875
0.9400000000000007,7.181124860650906,-0.04043700129386358
0.9600000000000007,7.031393134622213,-0.041714433346221914
0.9800000000000008,6.8783689392876,-0.04200699232278973
1.0000000000000007,6.725522309375757,-0.04141244263969813
1.0200000000000002,6.575938286655629,-0.04004642622735203
1.0399999999999998,6.432267454360042,-0.038031298766861975
1.0599999999999994,6.296714379294169,-0.03548717820361123
1.079999999999999,6.171055303304848,-0.032525525541183105
1.0999999999999985,6.056675871038636,-0.029245161362210687
1.119999999999998,5.954620432782021,-0.025730362833363333
1.1399999999999977,5.865645951794102,-0.022050571697034345
1.1599999999999973,5.790275293837739,-0.018261237301194513
1.1799999999999968,5.728846346593544,-0.014405378276269774
1.1999999999999964,5.681554818971108,-0.010515536171422262
1.219999999999996,5.648489632883011,-0.006615888788260273
1.2399999999999956,5.629660548822478,-0.0027243751104507143
1.2599999999999951,5.62501811032438,0.0011452491805949599
1.2799999999999947,5.634466216567089,0.004981458049783881
1.2999999999999943,5.657867703275359,0.00877310433648079
1.3199999999999938,5.6950432891156195,0.012507656197767497
1.3399999999999934,5.745764178416266,0.016169500812214493
1.359999999999993,5.809738544108692,0.01973830184926239
1.3799999999999926,5.886592085129843,0.023187413567814
1.3999999999999921,5.975842895921499,0.026482380491295088
1.4199999999999917,6.0768710377645325,0.02957958751637833
1.4399999999999913,6.1888834982269065,0.03242517076361835
1.4599999999999909,6.310875699148014,0.03495435284340525
1.4799999999999904,6.441591389391883,0.03709142326548956
1.49999999999999,6.579483639585042,0.03875063718927153
1.5199999999999896,6.7226807084271885,0.03983833992697487
